CVE_EST,NOM_EST,CVE_MUN,NOM_MUN,GINI,Enf_int_xhab,ind_ingreso,IMN_2020,A_ve_m2,PORC_C_ALIM,PERS_C_ASBV,PORC_POB_IILP,PCDISC_MOT,porc_sin_tratar,Porc_ab_msup,pje_pob_15ymas_edbasinc_2020,pib_estatal,PE_INAC,Pob_des,rsu_sin_rec,sup_sin_total,u_panag,Pje_vivnodinter_2020,tasa_unidades_eco,tot_del_fc,PSINDER,VPH_NODREN,p_sind,personal_seguridad ,ec_co2e,uem50,carretera_km,TOT_INV_CARR,TOT_INV_AGUA,TOT_INV_ESPE,SPDCD_T,t_lamp_lumi_alumb_pub,p_disp_seg,pres_eje_seg_mun,pob_ben_beca,Tiendas liconsa
13,Hidalgo,73,Tlanchinol,0.391019,10.74,0.629,0.828,0.008324472,49.84529057,30.81798079,83.36085672,944,100.00,25.39,45.01,0.07,14142,1.72,"39,266",0,62.85,91.4,158.07,229,3480,671,9.23,36,13098,0,30.66,137152721.5,4985510.54,8557083.95,,1450,189,28 223 730,"5,559.16",41
13,Hidalgo,74,Tlaxcoapan,0.327139,43.81,0.733,0.914,0.256732895,18.73192112,7.687266604,64.45033956,434,100.00,19.85,30.02,0.44,8929,3.30,"19,351",0.109017015,88.19,66.6,59.76,1022,11201,87,39.13,30,28513,3,42.64,40168778.61,20243219.33,5953334.416,21,3151,618,4 419 013,"2,589.45",1
13,Hidalgo,75,Tolcayuca,0.299366,5.34,0.727,0.908,0.102898144,23.57739915,5.789191583,59.190577,456,100.00,25.17,25.11,0.22,6771,1.72,"15,634",0.349489745,56.81,54.4,49.35,207,7131,33,33.38,24,63614,3,86.59,13166255.52,7696785.067,11364160.95,25,2031,124,15 982 041,"5,466.95",0
13,Hidalgo,76,Tula de Allende,0.32172,25.85,0.78,0.915,1.436650274,17.68349846,4.161948426,47.4653248,2739,96.85,25.61,23.78,7.26,36424,13.58,"78,128",8.059734144,77.94,51.3,51.26,2976,31170,784,27.08,200,10013397,0,186.55,61998256.17,60908412.75,61216651.11,49,14310,1277,62 885 758,"13,234.22",11
13,Hidalgo,77,Tulancingo de Bravo,0.330303,29.35,0.751,0.909,0.253239185,16.45147344,5.725991391,59.11980528,3247,96.85,24.71,29.50,5.21,46136,10.48,"86,003",0.788428759,85.31,49.6,58.04,4092,75227,428,44.68,192,344430,9,47.28,276779964.4,13935519.98,45771328.81,9,20306,2682,71 969 733,"19,105.38",2
13,Hidalgo,78,Xochiatipan,0.303563,4.38,0.6,0.762,0.017196919,48.1905284,34.15584527,88.58040012,435,100.00,25.97,56.10,0.01,6612,0.54,"21,012",0,39.4,98.6,116.49,62,1657,1254,9.07,27,4322,0,106.86,90525542.61,1758659.25,893064.3612,,1551,174,6 470 950,"3,242.10",17
13,Hidalgo,79,Xochicoatlán,0.37397,18.67,0.691,0.857,0.4819616,16.42949547,12.59163433,83.11551908,276,100.00,29.80,38.14,0.05,2901,0.66,"6,418",0,69.38,93.4,61.9,43,1288,136,18.36,20,6673,0,104.1,66207045.98,0,0,,749,NA,5 248 292,848,8
13,Hidalgo,80,Yahualica,0.316103,7.01,0.636,0.765,0.061772788,44.90442782,17.2161424,91.55574292,591,100.00,27.64,52.51,0.02,9625,1.21,"29,609",0,50.8,93.6,150.86,83,2842,2171,11.52,42,5149,0,89.36,127403479.3,5883050.45,16887585.01,9,1525,68,,"4,307.20",21
13,Hidalgo,81,Zacualtipán de Ángeles,0.331122,8.20,0.719,0.885,2.935599833,19.47601557,11.19224615,63.68098168,814,96.85,25.64,34.80,0.93,10870,1.40,"21,786",0,83.35,77.3,107.81,432,14991,224,39.29,65,53855,13,180.82,81292423.71,125464754.2,8864748.56,3,3222,736,22 022 559,"7,394.71",7
13,Hidalgo,82,Zapotlán de Juárez,0.297439,10.12,0.74,0.906,0.769269187,21.36283389,4.66363593,65.55859429,504,96.85,24.37,28.14,0.23,6232,1.59,"17,732",0.382109975,44.23,46.7,103.62,181,9018,67,42.06,34,"87,283",4,55.84,107544483.9,6421735.553,27895880.67,5,2613,198,13 518 600,"1,152.46",0
13,Hidalgo,83,Zempoala,0.342442,6.04,0.759,0.916,0.759173447,21.15350823,3.476089113,45.51732138,1266,100.00,20.56,19.22,0.58,17775,5.22,"34,487",0.31516374,48.05,48.4,200.16,972,20884,275,36.07,69,"94,272",5,167.09,36096630.13,94584351.7,16491182.38,1,7743,219,43 322 538,"8,753.61",8
13,Hidalgo,84,Zimapán,0.326631,28.35,0.736,0.875,6.585564065,16.13328936,6.616867617,62.1129769,996,100.00,20.16,34.53,0.61,14444,2.49,"25,912",0,44.98,68.0,43.38,475,15016,933,37.61,41,65994,1,606.16,35574397.49,51035625.86,25869295.24,10,4982,265,29 583 011,"4,687.39",19
